occupation_item_id	occupation_counts	en_label	en_description
58489550	1	Infante of Pamplona	
46255	2	geophysics	physical processes and phenomena occurring in the earth and in its vicinity
24229398	2	agent	individual and identifiable entity capable of performing actions
244475	1	tap dance	type of dance involving percussive shoes
1501723	1		
51158355	1		
1095569	2	Claretians	
1617	2	Urdu	language in Pakistan (as national and official) and India (as offcial and co-official).
316930	1	dance music	music composed specifically to facilitate or accompany dancing
63315311	2	dimensional traveller	person who travels through dimensions
7939082	1	Vlogger	2011 film
19719007	1	early childhood development	the assessment and nurturing of a child's developmental needs, deficiencies, and goals
315796	1	Santa Claus	folkloric figure, said to deliver gifts to children on Christmas Eve
178380	1	paragliding	sailing with a paraglider
17070228	1	Museolog	
809831	1	BASE jumping	activity where participants jump from fixed objects and use a parachute to break their fall
592031	1	wingsuit flying	variant of skydiving activity involving a specially designed suit which offers control surfaces
3530280	1	Lokayukta	
1298786	2	dubbing dramaturge	profession
14373	2	fishing	activity of trying to catch fish
1122591	1	video game journalism	journalism genre
536989	2	Aulic Council	Court Council of the Holy Roman Empire
960016	5	burgrave	
2922332	2	mayor	leader of a Hungarian settlement
1145647	1	paper recycling	
64909	2	Field marshal-lieutenant	military rank
390551	1	National Institutes of Health	medical research organization in the United States
1142885	1	outfielder	defensive position in baseball
179957	2	palaeography	study of ancient writing
21500241	3		
3400094	1		
862638	1	Prime Minister of Belize	public post
652122	1	sewing	craft of fastening or attaching objects using stitches made with a needle and thread
7132695	1	paper studies	science of paper and papermaking
1973141	1	Near East Foundation	humanitarian organization
12325328	1	medical secretary	
2235232	1	ship mechanic	
28949575	2	fashion show producer	
1758095	1	Stunt	unusual and difficult physical feat
220858	1	autopilot	system to maintain vehicle trajectory in lieu of direct operator command
1582389	2	padel	sport
4287629	1	chalcography	technique of engraving on copper to produce prints
20524871	1	INKER	Wikimedia disambiguation page
777952	2	trainers	
179509	2	hydrogeology	branch of science that studies distribution and movement of groundwater
281525	1	sidekick	subordinate but significant character in a fictional work
2472420	4	estrada	genre of music formerly popular in the Soviet Union and other Eastern European countries
946171	1	inline hockey	team sport
4363116	1	Kurhanne	
73145801	1		
3355953	2		
392933	1	arms industry	industrial sector which manufactures weapons and military technology and equipment
507443	2	pharmaceutical industry	develops, produces, and markets drugs or pharmaceuticals licensed for use as medications
7831495	1	track and field official	
828879	1	Gestalt therapy	form of psychotherapy
37995350	1		
171401	2	futsal	ballgame-team sport
178934	2	occult	"""knowledge of the paranormal"", as opposed to ""knowledge of the measurable"""
2142629	1	relaxation	return of a perturbed system into equilibrium
5018019	1	Cajun fiddle	
1453343	1		profession
3958740	1	Operations Directorate	branch in the General Staff of the Israel Defense Forces
1566164	2		stove setter
6679768	1	Lord Mayor of Leeds	ceremonial office held by a member of Leeds City Council
4506560	1	Chaban	village in Ovruch Raion, Zhytomyr Oblast, Ukraine
3266959	2	Finnish Meteorological Institute	government agency responsible for gathering and reporting weather data and forecasts in Finland
185246	1	Uppsala University	research university in Uppsala, Sweden
28308455	1		
3964238	1	Soldiers of fortune	
1807108	1	shipping line	business that transports cargo aboard ships
3505362	1		
32999759	1	euphonium player	
20920445	1		
83103	1	2 Girls 1 Cup	2007 Brazilian scat-fetish pornographic film
243330	1	gemology	science dealing with natural and artificial gems and gemstones
132518	1	International Brigades	paramilitary supporting the Republicans in the Spanish Civil War
1147615	1	international human rights law	Although ideas of rights and liberty have existed in some form for much of human history, there is agreement
12592450	1		Wikimedia list article
1516429	1	Unifrance	association promoting French cinema abroad
1054221	1	National Center of Cinematography and the moving image	an agency of the French Ministry of Culture, and is responsible for the production and promotion of cinematic and audiovisual arts in France
789848	1	Ministry of Foreign Affairs of France	French Ministry of Foreign Affairs and International Development
7085202	1	Old Testament theology	
11496906	1		
10726454	1		
4397935	1	Russian Academy of Medical Sciences	Russian medical research organization
4290	1	investment	set of actions with the intent of earning profit.
1281064	1	polychromer	artist who applies color to sculpture or other carvings, including adding details, shading, and decorations
864650	1	sericulture	process of silk production
5121840	1	Circus clown	
28008528	4	tea dealer	profession
1591288	1	music journalism	journalism genre
207843	1	nitric oxide (radical)	chemical compound
32178211	1	music organisation	organisation linked with music
22923679	1	Conservation officer	nature police
522908	1	Company quartermaster sergeant	
26708541	1	7th State Duma of the Russian Federation	
4230004	3	Companion	Wikimedia disambiguation page
336286	3	defender	association football position played near the player's team's own goal
21448668	1	Švec	family name
442431	1	Xerox art	photography genre
618536	3	candidate	prospective recipient of an award or honor, or a person seeking or being considered for some kind of position
678649	1	body art	art with the human body
2058241	1	software analyst	profession in IT
1549393	1	grand officer	rank in the honorific orders
3083223	1		
53479738	1	brewster	female brewer
65924982	2	Dempster	An officer that states the decision of the court
6679127	1	Lord Clerk Register	
3859785	1	Aristocrat	Japanese street fashion
11827459	2	vice dean	
2237463	1	Maatschappij der Nederlandse Letterkunde	
6978204	1	Riksspelman	
10861921	3	Catedrático	Wikimedia disambiguation page
1381199	1	Protestant theology	
1935158	1	Military Spiritual Welfare	religious services organization of Germany's military
1176211	2	Master chef	
10387684	1	monument historique classé	national heritage site in France
1501926	2	attorney general	in common law jurisdictions, main legal advisor to the government
1605672	2	Youth leader	
16387970	2		
55196639	1	Visor	Spanish publisher specializing in poetry
28161	1	labour economics	functioning and dynamics of the markets for labour
4677555	1	active duty	full-time occupation within a military force
3151643	3	Inspection générale des finances	French government agency in the Inspection service
72398227	4	video game historian	historian, scientist or expert in the history of video games
23852652	1	Alguacil	title of high rank
157146	3	French Resistance	collection of French resistance movements that fought against the Nazi German occupation of France and against the collaborationist Vichy régime
26698563	1	Mayor of Fuenlabrada	political position in Spain
11995979	2	senior police constable	
54967928	1	freight handler	one who loads and unloads packages
59384522	2	Paraná senator	member of the Senate of Brazil representing the state of Paraná
59401951	1	federal deputy of Paraná	member of the Chamber of Deputies of Brazil representing the state of Paraná
3580097	1		
1758324	1	stock car racing	form of automobile racing
10938462	1	Hilandera	Wikimedia disambiguation page
1232180	1	University of Granada	Spanish university
754848	1	Master of Laws	Academic master's degree in law, which allows practice of law and is the basic professional degree for admission into legal practice
3960280	1		
11442	1	bicycle	pedal-driven two-wheel vehicle
624161	3	gliding	recreational activity and competitive air sport
16955234	1	National Players	
17281187	2	Doktor Nauk in Veterinary	"""Doctor of Sciences in Veterinary"" - higher doctoral degree in the Soviet Union and post-Soviet states"
20825885	1		
26692501	1	mayor of Beariz	political position in Spain
203791	2	Zimmerpolier	German term: a person who supervises carpentry work
1065141	3	signalman	at sea
6533840	1	Letting agent	
12286820	1		
16739651	1	Candidate of Biology Sciences	
14065707	1	Corresponding members of NAN Ukraine	Wikimedia category
20089943	1		
222845	2	prosector	person with the task of preparing a dissection for demonstration
1381169	1	electronic data processing	use of automated methods to process commercial data
39513468	2		
5196355	1	Custody officer	
693369	1	kiosk	small booths offering goods and services
2937345	1	Captain General of Catalonia	
1690807	3		
234213	1	adultery	type of extramarital sex
9154782	2		
27716543	1	Transport history	journal
61750569	2	fictional law enforcement officer	
1426433	1	ozone therapy	
1194749	1	Government of Spain	executive authority of Spain
55000230	1		
26882944	1		profession
988618	5	money changer	
63385877	2		
203337	1	pulmonology	medical specialty
18745637	5		
27921459	1	Minister of National Defence	in Ecuador
55518345	1		
882951	3	Luftwaffenhelfer	
2079	1	Leipzig	city in Saxony, Germany
3123081	2	général de corps d'armée	rank in the French army
55104588	1	Professor of Economics	academic job title; teacher of economics at a professor level
55410403	2	Luge trainer	trainer for luge
7260944	3	purchasing manager	
697185	1	Sepoy	designation given to an Indian soldier
931016	2	carder	professiol
27720315	1	Student medicine	journal
69982707	1	visiting astronaut	
4688043	3	aerialist	
4260703	2	railway engineering	study of engineering principles necessary for railway construction and operation
20443984	1	research engineer	position
19317022	1	Judge authority	The judge authority is a judge tribunal of big authority, in charge of the service of one or several magistrates' courts situated in the judicial district of the county court.
15842239	2	respondent	defender of a doctoral thesis
2671576	2	Bakshy	
57596296	1	deputy district attorney	occupation
6942717	1	Musixmatch	online music lyrics database
926324	1	Tamil cinema	film industry
62515196	1	OpenStreetMap contributor	occupation consisting in working regularly on OpenStreetMap
11024	6	communication	act of conveying intended meanings from one entity or group to another through the use of mutually understood signs and rules
12335884	1		
71050302	1	phylogeographer	
4272951	1	Lamido	
16952189	1	Minister General	
13105405	1	hiker	person who hikes
760086	2	commissioner	person or organization that commissions something
1227215	2	Diplomat	Wikipedia disambiguation page
47494904	2		
28869301	1	Influencer	17th single of Nogizaka46
50810920	2		
30638997	1	mumble rap	subgenre of rap, usually associated with SoundCloud rap
35570	1	Fante	language
7257749	2	public health nursing	
1139658	1	Thuggee	Historical Indian gangs
12246071	1		
11916378	1		
60684920	1	hop farmer	
354097	1	adelantado	title held by Spanish nobles in service of their respective kings during the Middle Ages
5190975	1	cryptologic technician	United States Navy enlisted rating or job specialty
17475337	1	Professors	characters in Luc Besson's film Lucy
24677848	1	Constitutional	
1231569	1	secutor	class of gladiator with a heavy shield and a short sword
131395	1	dialogue	conversation between two or more people
14805828	1	Prisoner of Zion	
12876469	1	Drungary of the Watch	
24284952	1	Ghalibiyat	Branch of studies on the Urdu poet Mirza Ghalib
1422947	1	despatch rider	military messenger
5467169	2	Human Resources	professional in human resources
5307082	1	dresser	theater professional responsible for assisting cast members with costumes
28002508	1	supervising sound editor	film crew member
62061006	1	maritime archeologist	
62070346	1	cloth shearer	profession
11995943	3		
58180581	2	Business Operations Manager	
718998	1	community development	communities taking collective action to solve common problems
301102	1	Noyan	Mongolian nobility title
16592829	1	Psion	literary work by Joan D. Vinge
7456139	1	Sessional lecturer	
5878845	1	Germán Valdés III	
12786121	1	warfare	conduct of conflict
5003365	1	buyer	individual who selects what items are stocked
2662220	2	remedial teacher	
2154210	3	househusband	man whose main occupation is running or managing the family's home
71050974	1		
12252328	1	football	ball used in the sport of association football
50152741	1	advocate general	position in France
63478848	1		
1076638	1	free software movement	social and political movement
766328	1	wildlife conservation	practice of protecting wild plant and animal species and their habitats
15849407	1		
66446606	1	substance abuse counselor	occupation
66446610	2	therapeutic recreation specialist	occupation
60648760	1	Ayano Aishi	protagonist of the video game Yandere Simulator
63871261	1	Ryoba Aishi	minor character from the video game Yandere Simulator
63861107	1	Ayano's father	minor character from the video game Yandere Simulator
64211728	1		
43616	1	mummy	human or animal, whose skin and organs have been preserved
38239859	2		
64085677	1		
2674423	1	construction engineering	professional discipline dealing with the designing, planning, construction and management of infrastructures
16060143	1	elected person	person elected by a democratic process
64583645	1		
718768	1	queen dowager	title or status generally held by the widow of a king
2306047	1	pest control	group of methods to control some species that are harmful to health, economy or ecology
64825453	2		
12173670	1	Jan	male given name
1791716	5	military affairs	collective term for everything that concerns the military: legal regulations, training of soldiers, etc.
48739457	1	lactation consultant	allied health professional who specializes in the clinical management of breastfeeding
63852516	1	level designer	occupation
55706425	2		
65589110	1	Rehabilitation psychologist	
25455315	1		
11394428	3	court physician	
20165053	2		
66060367	2	physical instrument maker	profession
240390	3	Special Operations Executive	intelligence agency
6981815	1	naval flight officer	
66363794	1	bank general manager	
1811620	1	Ledger art	narrative drawing or painting on paper or cloth by Plains Indians of the American West
56097951	3		
6553672	1	Linfield College	American private institution of higher learning located in McMinnville, Oregon
23859134	1		article in Otto's encyclopedia
66769506	1		
48996625	1	Greyhound trainer	
134307	1	portrait	artistic representation of one or more persons
7574392	1	spearer	ancient infantry or cavalry combat unit
3491980	1		
10690325	1		
1760791	1	Middlesex University	university in London, United Kingdom
2658553	1	Knesset Guard	
6974746	1	National Park Service ranger	
180402	1	Yosemite National Park	National Park in California, United States
152660	1	Sequoia National Park	national park in the Sierra Nevada mountains, California, USA
373567	1	Glacier National Park	national park located in the U.S. state of Montana
205952	1	Hawaiʻi Volcanoes National Park	national park of the United States
28031130	1	visiting scholar	
71690966	1		
47950442	1	mayor of a place in Massachusetts	
2118064	1	powder boy	manned naval artillery guns as a member of a warship's crew
12479865	1		Wikimedia list article
75731871	2	type caster	person who casts type
133744	1	tour operator	
2564009	1	Luftwaffe	aerial warfare branch of the combined German Wehrmacht military forces during World War II
1561918	2	Ziegfeld girl	
631526	1	National Parliamentary Library of Georgia	national library
11722177	1	war dog	dogs used in military service
6271564	1	Jon Shirley	American businessman
1455706	1	signalman	employee of a railway transport network
73118411	1	rough carpenter	profession; carpenter building houses, involved with large-scale structural work of framing a house, including the roofing
14502	1	Lo Barnechea	commune of Chile
156077	1	L'Oréall	international cosmetics and beauty company
25394292	3		
474100	1	pyrotechnics	science of self-contained, self-sustained exothermic chemical reactions
12336660	1	video game design	process of designing the content and rules of a video game
59540367	1	Healer	
597685	2	Government Delegation	
4097468	1		
5755201	2	High Court judge	subclass of judges in England and Wales
718634	1	Gagik Tsarukyan	Armenian wrestler and politician
1181689	1	Acousto-optics	
1070325	1	ice stock sport	type of sport
3487198	1	Snowboarder	2003 film by Olias Barco
47162595	3	security researcher	
10979515	1	general economics	examines correlations in the production and distribution of goods and factors of production
2656852	1	Plastun	
1897960	1	scrapie	horse used in trotting races
11926897	1	Ishkhan	Medieval Armenian Title
166788	1	biathlon	winter sport that combines cross-country skiing and rifle sports shooting
93204	1	documentary film	nonfictional motion picture
22813360	1	cartomancer	
10751894	1	lifesaving	act involving rescue, resuscitation and first aid
31920	1	swimming	water-based sport
10348336	2	Pensador	Wikimedia disambiguation page
6942594	1	Musician	monthly magazine that covered news and information about American popular music
651658	1	freight transport	physical process of transporting commodities and merchandise goods and cargo
72230666	1		
7513077	1	signwriter	craft
635319	1	architecture criticism	professional discipline
56704259	1		
4201470	1	Institute of Geology of Ore Deposits Petrography Mineralogy and Geochemistry	research institute in Moscow, Russia
1144262	1	University of Western Ontario	public research university located in London, Ontario, Canada
315625	1	trainee	official employee of the firm that is being trained to the job
837632	1	private school in Edo-period Japan or China	private, in-house school in Edo-period Japan or China
1951917	1	Muhammadiyah	major Islamic non-governmental organization in Indonesia
2584445	1	Wing walking	
190993	1	malacology	study of the Mollusca
1572315	1	collotype technique	photographic process
160742	1	abbey	monastery or convent, under the authority of an abbot or an abbess
66738048	3	radio astronomer	astronomer specialized in radio astronomy
783794	1	company	association or collection of individuals, whether natural persons, juridic persons, or a mixture of both
2165352	1	Sakya Trizin	Buddhist Lama
38826	1	guard dog	working dog trained to detect intruders
1779152	1	coleopterology	study of beetles
12117	1	cereal	grass of which the fruits are used as grain, or the fruits themselves
43483	1	well	excavation or structure created in the ground to access groundwater
595038	1	Empress Consort of Japan	wife of the reigning emperor of Japan
20191909	1		
1498417	1		
2137774	1	government governor	
512196	1	Lord Protector	title that has been used in British constitutional law for the head of state, including Oliver Cromwell
2795791	1	rehabilitation	process to return a person to his formerly existing mental and health condition
69319917	1	assemblage artist	artist creating assemblages
69320328	1	environmental artist	artist creating environmental art
1034774	1	capo dei capi	phrase used to indicate extremely powerful Mafia boss
439072	2	classical studies	study of the cultures of the ancient Near East, Europe and North Africa
16133292	3	Kabbalist	someone who professionally studies the Kabbalah
13232341	1	textual criticism of the New Testament	analysis of the manuscripts of the New Testament
49077509	1	Kazekage	
63643090	2	fado singer	singer of fado
23778897	1	youth sports minister	
3029010	1		
14979753	1	Fatimid Caliph	
70597531	1	airship pilot	person who controls the flight of an airship
54985870	2	Biblical archaeologist	
876933	1	magi	group of people who follow Mazdaism or Zoroaster
188867	1	futures studies	study of postulating possible, probable, and preferable futures
1283181	3	racket	service that is fraudulently offered to solve a problem
133215	1	casino	facility which houses and accommodates certain types of gambling activities
193366	1	Kosovo Liberation Army	ethnic-Albanian nationalist paramilitary organization (1992–1999)
1570518	1		
1154336	3	rock climbing	sport in which participants climb up, down or across natural rock formations or artificial rock walls
2907348	1	blues shouter	blues singer, often male, capable of singing unamplified with a band
2353993	1	revolutionary syndicalism	syndicalism
412185	1	Ajaw	
26256156	3		
21096118	1	King of Naples	
21099946	1		
116494	1	clinical coder	health care professional whose main duties are to analyse clinical statements and assign standard codes using a classification system
1060577	1	capitano del popolo	position
54964701	1	employee of printing	office
373069	3	evangelism	spreading the Gospel of Jesus Christ for the purpose of conversion or a rapprochement with Christianity
716348	1	Yeonguijeong	Chief State Councillor of Joseon
26241072	1	conde	hereditary rank in Spain
413	4	physics	study of matter and its motion, along with related concepts such as energy and force
2950869	1	Guitarra flamenca	species of sponge
6505433	1	Lay theologian	
17015064	1	Bartender	2014 song performed by Lady Antebellum
657381	1	KMGi Group	company
1750079	1	nailsmith	person who forges nails
326478	1	land art	form of art creation in which landscape and the work of art are inextricably linked
443011	1	judicial vicar	position
323991	1	Womanizer	single by American singer Britney Spears
504073	1	stencil	thin sheet of material, with letters or a design cut from it, used to produce the letters or design on an underlying surface
6075971	2	aerobatics pilot	
12725	1	electricity	physical phenomena associated with the presence and flow of electric charge
4296762	1	Metropolitan of Moscow and All Russia	
43389498	1	Historian of the French Revolution	
7409248	1	Empress dowager	royal title
81982	2	harpsichord	musical instrument played by means of a keyboard
2918893	1	Groom of the Stool	
495597	1	door gunner	helicopter crew responsible for operating flexible-mount guns fired from the main cabin
14917303	1	Prime Minister of Guinea	
7055	1	Buddha	being who attains perfect enlightenment
3658516	1	Warlock	character type in Warcraft
338221	1	tinker	historical profession
47533	1	Once Caldas	association football club
16002450	1	alewife	woman who brewed ale
2723352	3	Sparapet	
4391922	3		
21032682	1		
58423832	1	Heraldic artist	Creative person who designs and/or creates coats of arms.
1664418	1		
3308972	1	Fotografía	single by Juanes and Nelly Furtado
15733778	1	Noble	family name
29044671	1		Wikimedia disambiguation page
4229607	2	commissar	military political officer in Communist countries
228476	1	train crew	
23035816	1	presbyter	position of church elder in the first christian communities
2623293	1	tetrarch	official position
336332	1	ship breaking	type of ship disposal involving the breaking up of ships for scrap recycling
66306401	1	social welfare	organizations and institutions providing services, to ameliorate conditions of need or social pathology in the community
1662546	2		
7070250	1	Nursing Management	journal
47584572	2	make-up supervisor	
2094335	3	United States Attorney	chief prosecutor representing the United States federal government
27654	1	history of philosophy	study of philosophical ideas and concepts through time
1081988	1	pastoral care	
1495140	1	United States Shipping Board Merchant Fleet Corporation	
1384270	1		
12761281	2	fence	criminal who resells stolen goods
1530486	1		
3336121	1	Narrator	narrator of In Search of Lost Time, by Marcel Proust
21202260	3	radiobiologist	
189430	2	quaestor	type of public official in Ancient Rome
184691	1	Zehntner	German term: finance officer of the sovereign, was responsible in the mining regions and mining towns to collect taxes
20068513	1	armored vehicle driver	military profession
2400879	1	Militaire	Wikipedia disambiguation page
8077915	1	Échevin	municipal office in Luxembourg, equivalent to the Dutch schepen, the Belgian échevin or schepen, the German Schöffe, the Italian scabino, and the Czech šepmistr.
1778598	1	coal trimmer	
157509	2	legal guardian	person who has the legal authority to care for the personal and property interests of another person
62135323	1		
9682	1	Elizabeth II	queen of the UK, Canada, Australia, and New Zealand, and head of the Commonwealth of Nations
1306010	1		
512442	1		
1530755	1		profession
1971328	1	hipparchus	cavalry officer in ancient Greece
65178018	1		
2506428	1	North-West Mounted Police	former Canadian police force (1873–1920)
19758485	1		
61043832	1		
23892012	1	Photographers' Identities Catalog	Database on photographers and photography studios
474035	2	Amoraim	Jewish scholars of the period from about 200 to 500 CE
9212	2	United States Army	branch of the United States Armed Forces
76626407	1	economic journalist	journalist specialized in economics
3361827	1	Barbarian	character class of Dungeons & Dragons roleplaying game
119740	1	Maternity care	
1311690	1		profession
6878885	1	Missionary Bishop	type of an Bishop
2369427	1		
605879	1	Tai Situpa	Buddhist Lama
40831	3	comedy	genre of dramatic works intended to be humorous
3513504	3		
123006	1	Kabbalah	Jewish mysticism of the Torah
1344370	2	Sannyasa	Renounce worldly life, monastic spiritual pursuit in Hinduism
62704766	1		
62704851	1		
159452	1	Capoeira	Brazilian martial art that combines elements of dance kicks and music.
285852	2	volunteer fire department	fire department composed of volunteers
7432601	6	School of the Art Institute of Chicago	independent school of art and design
1066990	3	Desert Fathers	early Christian hermits, ascetics, and monks who lived mainly in the Scetes desert of Egypt beginning around the third century AD
1062089	1	Geonim	presidents of the two great Babylonian, Talmudic Academies of Sura and Pumbedita
47520024	1		
3211149	1	La Vie Ouvrière	
3212640	1	La Révolution prolétarienne	
3591463	1		Wikimedia disambiguation page
17085175	1	Digital Champions	
125161	1	partisan	type of polearm
2860247	2	chief architect of civil buildings and national palaces	architect specialized in the restoration of a building, monument or site of historic, archaeological, aesthetic or landscape value; French specialism
59139094	1	cornettist	musician playing the cornett
3781101	2	Imagineer	Japanese content company.
7499869	1	Shock jock	
24881670	1	Djane	river in Equatorial Guinea
3025636	1	Dey of Tunis	
2824488	1	administrative assistant	
14828018	1	member of the Senate of France	member of the French Senate
27146860	3	geotechnician	
2870781	1		
2981027	1		
3059502	1	critique	method of disciplined, systematic analysis of a written or oral discourse
7378323	2	Rugby league match officials	
25627150	1		
15720167	1		
623585	1	Radio suisse romande	enterprise unit within public-broadcasting corporation SRG SSR
7994871	1	White House Deputy Chief of Staff	The top aide to the White House Chief of Staff
19281006	1	General of the Infantry (Imperial Russia)	Russian military rank from 1796 to 1917
67916582	1	Dabo Girl	croupier in a fictional gambling game
7450650	1	Senior Agent	
15803727	1		
4238238	3	Red Army man	lowest enlisted rank in the Soviet army
107885	2	speculation	engaging in risky financial transactions
12739	1	nuclear power	power generated from sustained nuclear fission
152213	1	striptease	dance
309252	1	physical fitness	state of health and well-being and, more specifically, the ability to perform aspects of sports, occupations and daily activities
16715787	1	Secretary of National Security and Defense Council of Ukraine	
5053305	1	Catholic priests in public office	Catholic priests holding government positions
3620986	1		
190375	2	historical linguistics	study of language change over time
1987878	1	Goritsky Monastery	Orthodox monastery in Vologda Oblast, Russia
128406	1	pharmacology	study of the interactions that occur between a living organism and chemicals that affect normal or abnormal biochemical function
497935	2	What? Where? When?	intellectual game show in USSR and Russia
1151068	1	edaphology	science concerned with the influence of soils on living things
623509	1	Rebab	
64569715	1		
1336636	2		
4220884	1	film dramaturgy	
11016	1	technology	making, modification, usage, and knowledge of tools, machines, techniques, crafts, systems, and methods of organization
48961296	3		
4114525	1	Military Governor (Russia)	
36963	1	hunting	searching, pursuing, catching and killing wild animals
5279053	1	street dog	unconfined dogs that live in cities
21652209	1	organizational leadership	
18646805	1	War Minister of Denmark	
6733150	1	Mahant	
1537035	1	gondolier	job
3444680	1	California Institute of Integral Studies	
10857049	1	libre art	libre licenced artistic movement
2300237	1	steeplechase	distance horse race in which competitors are required to jump diverse fence and ditch obstacles
740379	1	Youxia	stock character; Chinese type of the Knight-errant
58443379	1		
3141282	1	knowledge engineer	
832237	1	environmental protection	practice of protecting the natural environment
1697506	1	United States Marine Corps Scout Sniper	occupational field and specialty within the USMC
51030077	1		
15982644	1	troubleshooter	
327657	1	rheumatology	medical speciality
189553	1	otolaryngology	study of ear, nose, and throat conditions
679690	1	intensive care medicine	medical specialty concerned with patients who have potentially life-threatening organ failure
21555315	1		human settlement in Greece
5685935	1		
7889288	1	United States Ambassador to Denmark	
7889270	1	United States Ambassador to Bulgaria	
65017096	2		
5171647	2	cornerman	coach in fighting sports
464242	1	American Federation of Labor	Federation of U.S. labor unions, 1886-1955
9008037	3	Imagery	sculpture
28923879	3	sign language teacher	
3439602	1	Lord of the Realm	
42309471	1		
66357406	3	church organist	profession; church musician that plays the church organ
4667873	3	prisoner of conscience	anyone imprisoned because of their race, sexual orientation, religion, or political views. It also refers to those who have been imprisoned and/or persecuted for the non-violent expression of their conscientiously held beliefs
2393902	1	Government commissioner	a person charged with a certain task by a government
28195050	1	Hovjägmästare	
2948501	1	camel-driver	
2191986	1	elderly	old people
24048815	1	Captain general of the Navy	Equivalent rank to Admiral of the Fleet (5-stars rank)
28920101	2	computer security specialist	
57292122	1	minister of Spain	
8843051	2		Wikimedia disambiguation page
11339358	1	Pornostar	1998 film by Toshiaki Toyoda
5853221	1	Exotica	American pornographic actress
28948863	2	rail planner	
28403896	1	Nightclub act	
48395480	1		
628403	2	conservation	ethic of resource use, allocation, and protection
19017579	1	Anglican divine	subclass of Anglican clergyman
5451557	1	fire captain	
6652785	1		
6502154	2	exploration	act of searching or traveling around a terrain for the purpose of discovery
205985	1	goddess	feminine or female deity
1399022	1	Faidit	
64005969	1	calypso musician	musician who plays calypso
5604569	1		Wikimedia disambiguation page
466714	1	neutron moderator	medium that reduces the speed of fast neutrons, turning them into thermal neutrons that can sustain nuclear chain reactions; e.g. water, graphite, heavy water, beryllium
1141037	1	Screen Actors Guild	American labor union
861660	1	Songwriters Hall of Fame	hall of fame for songwriters
110223	1	Mennonites	Anabaptist groups originating in Northern Europe
12157495	1	senior professor	
1430291	1	Fleet management	strategies for managing commercial vehicles
3621345	5	volleyball referee	
12408860	1		
466410	1	high tech	technology that is at the cutting edge
14912868	1	Museum docent	
3337264	1	air navigator	
11998775	1	rider	person who rides an animal or vehicle, either as an operator or a passenger
5096909	1	Chief Scout	Chief Scout of Scouting Ireland
11490598	1	Psychologist	
13405961	1	Principal of Brasenose College, Oxford	academic office of Brasenose College in Oxford, England
1837071	1	Bishop of Chester	Diocesan bishop in the Church of England
6806393	1	Medical Officer of Health for London	
50363051	1		
50188550	1	Bishop of Segovia	
58260716	1	Geologist	
5588439	1	gourmand	person who either takes great pleasure in food
10915693	1		
273894	1	Piarist Order	religious order
20085212	2	master of the sugar works	
7584249	1		
32406458	1	First Ladies of Espírito Santo	Wikimedia category
13380050	1	Guan	Chinese surname  (关/關)
2316059	1		
21556270	1		human settlement in Greece
51553373	1	Upāsaka	male followers of Buddhism; not monks
570749	1	oiran	high-ranking courtesan in Japan, whose occupation arose in the Edo period and was largely replaced by geisha by the late 19th century
5364495	1	jōdai	Chamberlain of a samurai clan in Japan; a castle keeper
4407991	1	san'yo	A government official established by the Meiji administration in Japan
11433206	1		
4166962	1	Idol	reality television-music competition format
11418677	1	Kara-e mekiki	Chinese painting critique
6630726	1	list of non-fiction writers	Wikimedia list article
1185382	1	Chūnagon	counselor of the second rank in the Imperial court of Japan
11835773	1		
11699092	1	Funkcjonariusz	Wikimedia disambiguation page
9165090	5		
809	1	Polish	language spoken in Poland
156223	1	pension	retirement pension
11882337	1		
17305524	2	wire drawer	
12016129	1	hydrodynamics	study of fluids in motion
8789	1	Cryptography	Practice and study of techniques for secure communication in the presence of third parties.
30598153	1	Union Leader	film directed by Sanjay Patel
58638208	1		
1984623	1	Doctor of Divinity	advanced or honorary academic degree in divinity
18562210	1	8th Verkhovna Rada	
4307514	1		
4139102	1	Head of municipality	
12339722	1	transport minister	minister in charge of transport
7013201	1	New York City Fire Commissioner	
18204472	1	Television program creators	Person who creates television programs
190828	1	Petah Tikva	city in Israel
1725664	3	terminology	study of terms and their use
1673189	1	irregular military	any non-standard military organization
27686	1	hotel	business enterprise that provides lodging in a single building paid on a short-term basis
27105472	2	mover	profession for moving items
16324955	1		
12332078	1		
917206	1	long-distance running	athletic event
539597	1	Akim	title for the head of a local government in Kazakhstan and Kyrgyzstan
15980319	2	fast talker	
1565199	1		
40756453	1		
23708568	2		
352867	2	theatrical scenery	space used as a setting for a theatrical production
260690	1	hare coursing	
76574329	1	chaotician	mathematician specialising in chaos theory
30061109	1	ambassador of Afghanistan	
189851	1	Roman censor	Roman magistrate responsible for the census and monitoring public morality
83372	2	Bolsheviks	faction of the Marxist Russian Social Democratic Labour Party
1030034	1	GLAM	"acronym for ""galleries, libraries, archives, and museums"" that refers to cultural institutions that have access to knowledge as their mission"
2826756	2		
3480408	2		
1060330	1	subversion	attempt to transform the established social order and its structures
38677	2	dog breeding	practice of mating selected dogs with the intent to maintain or produce specific qualities and characteristics
16102025	1		
38875260	2	Paestan vase-painter	ancient greek vase-painter of the ancient city of Paestum
213100	1	tabla	musical instrument
28870526	1	fistball player	person who plays fistball
79288	1	Foreman	city in Arkansas, USA
16159168	2	body piercer	individual who applies body or facial piercing
1488015	1	Gabbai	profession
11903686	1		
63435840	1		
