item_id	occupation_count	occupation	description	in_google_news	language_detected	source	label	labeled_by	label_error_reason
56236186	2	carpets designer	designer of carpets	0	fr	wikidata	-1		
17644686	1	feltmaker	person engaged in feltmaking	0	tr	wikidata	-1		
16845410	1	Hula Dancer	American-bred Thoroughbred racehorse	0	da	wikidata	-1		
3064279	1	Chilean National Museum of Natural History	national monument of Chile	0	en	wikidata	-1		
3889297	1	Paladin	Paladin (character class)	1	Unknown	wikidata	1	human	
1788871	1	Governing Senate		0	en	wikidata	0	human	
913532	1	charro	traditional horseman of Mexico	1	ca	wikidata	0	human	
934866	1	United States Marshals Service	federal law enforcement agency of the United States	0	en	wikidata	-1		
6143267	1	Regista	Japanese visual novel publishing company	0	eo	wikidata	-1		
5163002	1	Conservationist	Wikimedia disambiguation page	1	en	wikidata	1	human	
15752780	1	Metallurgist	journal	1	af	wikidata	1	human	
540912	1	food industry	collective of diverse businesses that supplies much of the world's food	0	en	wikidata	-1		
56085676	1	leading researcher	title or position in some institutes (e.g. in Russia)	0	en	wikidata	1	human	
3002420	1	credit management		0	fr	wikidata	-1		
49120	1	Tufts University	private research university in Medford/Somerville, Massachusetts	1	en	wikidata	0	human	
219563	1	University of Washington	public research university in Seattle, Washington, United States	0	en	wikidata	-1		
339332	1	Premonstratensians	Roman Catholic order	0	en	wikidata	-1		
7138981	1	parliamentary counsel	lawyers who prepare legislation that it is proposed to pass into law	0	it	wikidata	-1		
523213	1	Cotter		1	it	wikidata	1	human	
1623219	1	Imperial Count Palatine		0	en	wikidata	-1		
1937160	1	minister without portfolio	type of government minister	0	en	wikidata	-1		
1209862	1	Broadcaster	Wikimedia disambiguation page	1	da	wikidata	1	human	
1069840	1	Chenard-Walcker	automobile manufacturer	0	sv	wikidata	-1		
1194763	1	2D computer graphics	graphics that use a two-dimensional representation of geometric data	0	en	wikidata	-1		
38022	1	St. Louis	independent city in Missouri, United States	1	fr	wikidata	0	human	
1638457	1	Hurler	Wikipedia disambiguation page	1	tr	wikidata	1	human	
2599935	1	Justice of the peace	Judicial office in Belgium	0	en	wikidata	-1		
7603562	1	State Surgeon General	operational head and senior spokesperson on public health in a single state of the United States of America	0	it	wikidata	-1		
3025021	1	list of aerospace engineering schools	Wikimedia list article	0	en	wikidata	-1		
20778343	1	Roman magistrate	elected official in Ancient Rome	0	la	wikidata	1	human	
2189326	1	Noble	village in Illinois	1	eo	wikidata	1	human	
600846	3	zootechnics	art of managing domestic or captive animals	0	en	wikidata	-1		
127843	1	pen name	name that is used instead of an author's true name	0	et	wikidata	-1		
7242947	1	Prifardd		0	cy	wikidata	-1		
20748987	1	ancient Greek teacher		0	en	wikidata	-1		
4576564	1	adapter	accessory for connecting two otherwise incompatible devices or workpieces	1	Unknown	wikidata	1	human	
246396	1	deltiology	study and collection of postcards	0	hu	wikidata	-1		
624482	1	sprinting	running over a short distance in a limited period of time	1	en	wikidata	0	human	
474968	1	anonymous master	artist whose name is unknown	0	en	wikidata	-1		
21030356	1	Member of the Grand National Assembly of Turkey	Turkish MP	0	en	wikidata	-1		
44914	1	sudoku	logic number grid puzzle	1	eo	wikidata	0	human	
5756737	1	High Sheriff of Cornwall		0	en	wikidata	1	human	
422635	2	action art	art genre	0	en	wikidata	-1		
3880442	1	Oba	honorific of kings of Benin, Nigeria and Togo	1	Unknown	wikidata	0	human	
876040	1	Wikipedia community	volunteer communities that write, edit and maintain the various language editions of Wikipedia	0	en	wikidata	-1		
1121065	1	Compagnie Générale Transatlantique	French shipping company	0	fr	wikidata	-1		
1123526	1	chamber of commerce	organization for the promotion of business interests	0	en	wikidata	-1		
18386044	1	paintings conservator	individual responsible for protecting cultural heritage in the form of painted works of art	0	en	wikidata	-1		
73764815	2	wool buyer	profession	0	en	wikidata	-1		
2407879	1	cloth trade		0	Unknown	wikidata	-1		
188391	1	phycology	branch of botany concerned with the study of algae	0	en	wikidata	-1		
27915883	1	head of story		0	en	wikidata	-1		
5654877	1	international studies	academic discipline	0	en	wikidata	-1		
29097536	1	Chief Technology Officer of the Department of Health and Human Services		0	en	wikidata	-1		
1368195	1	second baseman	defensive position in baseball and softball, played on the right side of the infield near second base	0	en	wikidata	-1		
1341429	1	rescue	comprises responsive operations that usually involve the saving of life, or prevention of injury	1	ca	wikidata	0	human	
998555	1	book illustration	illustration which appears in books	0	en	wikidata	0	human	
578326	1	University of Jyväskylä	university in Jyväskylä, Finland	0	fi	wikidata	-1		
1391042	1	professional pool attendant		0	en	wikidata	-1		
805296	1	ball boy	individuals, usually youths, who retrieve and supply balls for players or officials in sports	0	en	wikidata	-1		
1076968	1	digital media	any media that are encoded in machine-readable formats	0	sv	wikidata	-1		
64577174	1	angler	person fishing with a rod	1	da	wikidata	1	human	
1008659	1	business psychology	branch of psychology	0	en	wikidata	-1		
21456571	1	Bankier	family name	1	af	wikidata	1	human	
6501380	1	Chinese people	ethnic group	0	en	wikidata	-1		
1856731	1	sword swallowing		1	en	wikidata	0	human	
245343	1	Barclays	British multinational banking and financial services company	1	en	wikidata	0	human	
1400264	1	artist collective	group of artists who create works together	0	en	wikidata	-1		
1517802	1	proxy	agent authorized to act on behalf of another	1	fr	wikidata	0	human	
1639780	1	regulatory agency	government commission	0	en	wikidata	-1		
7899934	1	Urban Interventionism		0	Unknown	wikidata	-1		
344537	1	Actrices	2007 film by Valeria Bruni Tedeschi	0	es	wikidata	0	human	
20597784	1	High Sheriffs of Carmarthenshire in the 20th century		0	en	wikidata	-1		
59950	1	urbanism	characteristic way of interaction of inhabitants of towns and cities with the built environment	1	tr	wikidata	0	human	
7444366	1	Secretary of State of Florida		0	en	wikidata	-1		
251741	2	reconnaissance	military exploration beyond the area occupied by friendly forces	1	fr	wikidata	0	human	
2404985	1	death care industry		0	en	wikidata	-1		
170174	1	Papal States	territories mostly in the Appenine Peninsula under the sovereign direct rule of the pope between 752–1870	0	de	wikidata	-1		
2056728	1	Patent engineer		0	nl	wikidata	-1		
18952564	1	Member of the House of Lords		0	en	wikidata	-1		
18015642	2	Member of Parliament in the Parliament of Great Britain	voters' representative in the House of Commons of the Parliament of Great Britain, 1707-1800	0	en	wikidata	-1		
856574	1	interlinguistics		0	da	wikidata	-1		
851824	1	persecution	systematic mistreatment of an individual or group by another individual or group	1	en	wikidata	0	human	
272460	1	Pilates	physical fitness system	1	en	wikidata	0	human	
920486	1	Indigenous rights	legal, social, or ethical principles that pertain to Indigenous Peoples	0	en	wikidata	-1		
43173	1	Inquisition	group of institutions within the judicial system of the Roman Catholic Church whose aim was to combat heresy	1	en	wikidata	0	human	
37707	1	haiku	very short form of Japanese poetry	1	Unknown	wikidata	0	human	
595071	1	nurse practitioner	profession	1	en	wikidata	1	human	
188559	1	French Foreign Legion	military service branch of the French Army	0	en	wikidata	-1		
4129937	1	Sexton	church or synagogue officer charged with the maintenance of the church buildings and/or the surrounding graveyard	1	eo	wikidata	1	human	
47518464	1	cyberfeminist		0	de	wikidata	-1		
27621374	1	bear hunter	person who hunts bears	0	en	wikidata	-1		
39372	1	Tuskegee Airmen	African-American military pilots during World War II	1	Unknown	wikidata	0	human	
4781757	1	approved social worker		0	en	wikidata	-1		
528145	1	linebacker	defensive position in American football	1	sv	wikidata	1	human	
16177560	1	Chief of Naval Operations	chief of staff of the Republic of Korea Navy	0	en	wikidata	-1		
128758	1	satire	genre of arts and literature in the form of humor or ridicule	1	fr	wikidata	0	human	
2348104	1	bouquinistes	booksellers of used and antiquarian books who ply their trade along large sections of the banks of the Seine, in Paris	0	fr	wikidata	-1		
187097	1	economic geography	study of the location, distribution and spatial organization of economic activities	0	en	wikidata	-1		
153559	1	Sicherheitsdienst	intelligence agency of the SS and the Nazi Party in Nazi Germany	0	de	wikidata	-1		
2667413	1	characterization	representation of persons (or other beings or creatures) in narrative and dramatic works of art	1	en	wikidata	0	human	
1427911	1	formateur	politician asked by a monarch to attempt to form a government	0	fr	wikidata	-1		
17776219	1	lyrical text translated using paraphrasing	free translation, rendering, of a lyrical text	0	en	wikidata	-1		
2624918	1	phthisiology	care, treatment, and study of tuberculosis of the lung	0	en	wikidata	-1		
5287	1	Japanese	East Asian language	1	en	wikidata	0	human	
1757145	1	Seabee	member of the United States Naval Construction Forces	1	Unknown	wikidata	1	cleanlab	
15141204	1	Mexican muralism		0	en	wikidata	0	human	
328716	2	motorcycle sport	sporting aspects of motorcycling	0	en	wikidata	-1		
216613	1	Nordic skiing	skiing variation	1	en	wikidata	0	human	
45981	1	rhythm and blues	music genre	0	en	wikidata	-1		
1475056	1	Iraq Football Association		0	en	wikidata	-1		
5033550	1	Cantao	genus of insects	0	sq	wikidata	-1		
22808152	1	deserter	member of the armed forces who deserts, abandons a duty or post without permission and with the intention of not returning	1	da	wikidata	1	cleanlab	
16000515	1	liveryman	full member of a livery company	0	en	wikidata	-1		
4855287	1	Bangladesh Coast Guard		0	Unknown	wikidata	0	human	
6864349	1	mineral collecting		0	en	wikidata	-1		
23700481	1	advertising industry	businesses offering advertising creation and/or placement in media	0	en	wikidata	0	human	
1238375	1	Cultural mandate		0	en	wikidata	-1		
81197	1	nuclear physics	field of physics that deals with the structure and behavior of atomic nuclei	0	en	wikidata	-1		
11565578	1	Manga editor		0	tl	wikidata	-1		
7278	1	political party	organization that seeks to influence government policy and actions	0	en	wikidata	-1		
11396960	1	production company	company producing works in the realms of the performing arts, media art, film, radio, and video	0	en	wikidata	-1		
598041	1	prison escape	act of one or more inmates leaving prison through unofficial or illegal ways	0	en	wikidata	-1		
183904	1	mammalogy	the study of mammals	1	hu	wikidata	0	human	
501778	1	translation studies	science of interpreting and translating	0	en	wikidata	-1		
20497605	1	First Lady of Bulgaria		0	en	wikidata	-1		
268733	1	telemarketing	the marketing of goods or services by means of telephone calls, typically unsolicited, to potential customers.	1	Unknown	wikidata	0	human	
675316	2	heir		1	lb	wikidata	1	cleanlab	
2167372	2	mountain running	sport competition	0	en	wikidata	-1		
281940	1	talent management		0	en	wikidata	-1		
1501272	1	phoniatrics	medical specialty	0	en	wikidata	-1		
4151340	1	Governor of Oryol Oblast		0	en	wikidata	-1		
11505877	1	Local parliamentarian of Japan		0	en	wikidata	-1		
34379	1	musical instrument	sound producing object used by a musician for this purpose	0	en	wikidata	-1		
5013228	1	flight lieutenant	junior commissioned rank	0	en	wikidata	-1		
23017749	1	Bâtonnier	position in France	0	fr	wikidata	-1		
242365	3	beadle	Wikimedia disambiguation page	1	en	wikidata	1	human	
65935499	1	Portioner	An occupation of measuring out portions	0	ia	wikidata	-1		
2100653	1	Pohraniční stráž ČSSR		0	cs	wikidata	-1		
7549941	1	sober companion	occupation in addiction recovery	0	oc	wikidata	-1		
942347	1	physical optics		0	en	wikidata	0	human	
11139382	1	Okinawanology		0	fi	wikidata	-1		
1400853	1	portrait painting	genre of paintings; field of work for painters	0	fr	wikidata	-1		
15660124	1	Film Writers Association		0	en	wikidata	-1		
138365	1	Ktitor		0	cy	wikidata	-1		
1172231	1	data steward	person responsible for the management and fitness of data elements - both the content and metadata	0	en	wikidata	1	human	
83172	1	Russian Academy of Sciences	academy of sciences	0	en	wikidata	-1		
201486	1	history of science	study of the historical development of science and scientific knowledge	0	en	wikidata	-1		
7150	1	ecology	scientific study of the relationships between living organisms	1	en	wikidata	0	human	
4201464	1	Institute of Geography	research institute in Moscow, Russia	0	en	wikidata	-1		
7374818	1	Royal Secretary	position at the court of a monarch responsible for communicating the sovereign's wishes to the other members of government	0	en	wikidata	-1		
638154	1	Privacy Commissioner of Canada		0	en	wikidata	-1		
217107	1	travel agency	private retailer or public service that provides tourism related services to the public	0	en	wikidata	-1		
15112254	1	wainwright	one who makes or repairs wagons and carts	1	en	wikidata	1	human	
3267025	2	antique shop	retail store specializing in the selling of antiques	0	en	wikidata	-1		
10855085	1	Secretary-general		0	fr	wikidata	1	human	
740909	1	kidney transplantation	surgical operation	1	en	wikidata	0	human	
105196	1	transplantation	moving of an organ or tissue from one body or body region to another	1	en	wikidata	0	human	
28701147	1	Ukrainian Anti-Terrorist Operation		0	en	wikidata	-1		
49624	1	Korean Social Democratic Party	political party	0	en	wikidata	-1		
4539	1	cooperative	autonomous association of persons or organizations	1	en	wikidata	0	human	
11337376	1	Pest Control Operator		0	ro	wikidata	-1		
179115	1	widow	woman whose spouse has died	1	en	wikidata	1	human	
201022	1	folk dance	dances that were danced to traditional folk festivals and in traditional societies and are still been danced	0	cs	wikidata	-1		
11170437	1	Dr.techn.		0	Unknown	wikidata	-1		
2997362	1	physical culture		0	en	wikidata	-1		
18966441	1	leutnant		0	fr	wikidata	-1		
51197159	1	bureau engineer		0	nl	wikidata	-1		
1564383	1	Musketeers of the Guard	company	0	en	wikidata	-1		
25399048	1	financial broker		0	da	wikidata	-1		
11602445	1	quaternary geology		0	en	wikidata	-1		
4477520	2	Uryadnik	Cossask sergeant	0	Unknown	wikidata	-1		
1233720	1	young adult literature	literature written for adolescents and young adults	0	en	wikidata	-1		
1477230	1	Ostiarius	profession	0	la	wikidata	-1		
368972	1	lacquerware	decorative work using lacquer	1	it	wikidata	0	human	
1254373	1	information engineering	discipline that deals with the generation, distribution, analysis, and use of information, data, and knowledge in systems	0	en	wikidata	-1		
496098	1	casting	manufacturing process	1	en	wikidata	0	human	
249277	1	Haute cuisine	high level cuisine	1	fr	wikidata	0	human	
4327666	1	Dutch National Rapporteur on Trafficking in Human Beings and Sexual Violence against Children	political position in the Netherlands	0	en	wikidata	-1		
1236678	1	orientalizing period		0	en	wikidata	-1		
780600	1	personal shopper	profession	0	en	wikidata	-1		
667579	1	Landammann	President of a Swiss Canton (State)	0	cy	wikidata	-1		
55745929	1	NovaWave Records LLC	America Based Record Label	0	en	wikidata	-1		
16243336	2	magic consultant	adviser to writers, producers and directors of all elements relating to magic and illusions for television, film, theatre, and other live events	0	fr	wikidata	-1		
589897	1	mahout	person who rides an elephant	1	Unknown	wikidata	1	human	
3238290	1	police lieutenant general		0	fr	wikidata	-1		
912213	1	Freestyle Motocross	variation on the sport of motocross	1	en	wikidata	0	human	
690076	1	emphyteusis		0	af	wikidata	-1		
2323664	1	industrial ecology	study of material and energy flows through industrial systems	0	en	wikidata	-1		
615833	1	Noble Guard	one of the household guard units serving the Pope, formed in 1801, abolished in 1970	0	it	wikidata	-1		
1486290	1	art publisher	publishing house primarily engaged in the production of art books	0	en	wikidata	-1		
56578471	1	pietra dura artist	artists or craftsman who specializes in pietra dura works	0	Unknown	wikidata	-1		
3257896	1	three-cushion billiards	discipline of carom billiards	0	en	wikidata	-1		
5689301	1	head gardener	occupation	0	en	wikidata	-1		
5533726	1	Gentleman Usher	courtier	0	en	wikidata	-1		
203605	1	carpentry	skilled trade	1	en	wikidata	0	human	
192431	1	speed skating	competitive form of ice skating in which the competitors race each other	0	en	wikidata	-1		
1442352	1	Order of the Francisque	order	0	en	wikidata	-1		
6017399	1	independent animation		0	en	wikidata	-1		
6762810	1	Marie Skłodowska-Curie Actions	research funder	0	fr	wikidata	-1		
3121417	1	Doctor of Psychology	doctoral degree	0	en	wikidata	-1		
71115891	1	agrobiologist		0	nl	wikidata	-1		
1260046	1	drugstore	retail store centrally featuring a pharmacy	1	en	wikidata	0	human	
7939502	1	voice casting		0	en	wikidata	-1		
71102648	1	obesitologist		0	en	wikidata	-1		
58905236	1	graphics engineer	profession	0	en	wikidata	-1		
1197876	1	Der Waffenschmied	opera by by Albert Lortzing	0	de	wikidata	-1		
33109026	1	children's librarian	librarian who provides library services to children and youth	0	en	wikidata	1	human	
2540029	1	Military Police	Brazilian military law enforcement agency	0	en	wikidata	0	human	
19398863	1	vocational driver	person working as a professional driver in the transport industry	0	en	wikidata	-1		
558685	1	content marketing	type of marketing based on online content	0	en	wikidata	-1		
15761011	1	Veterinary Microbiology	journal	1	en	wikidata	0	human	
6581072	2	female	human gender (use with P21)	1	fr	wikidata	0	human	
207308	1	Falange Española de las JONS	political party and movement in Spain originating in the late 1930s	0	es	wikidata	-1		
2859684	2	International Arbiter		0	en	wikidata	-1		
4180175	1	Legal practice		0	en	wikidata	-1		
30261006	1	Institute of Plant Physiology	facility in Krakow, Poland	0	en	wikidata	-1		
11411	1	backgammon	one of the oldest board games for two players	1	en	wikidata	0	human	
59312286	1	Knight of the Order of Santiago		0	en	wikidata	-1		
615498	1	documentary photography	form of photography used to chronicle significant and historical events	0	en	wikidata	-1		
808384	1	Sisters of Mercy of St. Borromeo	religious congregation	0	en	wikidata	-1		
62092258	1	Guiomar	female given name	0	es	wikidata	-1		
2199864	1	duration	length of time of an event or process; quality of an event or process with beginning and end	1	en	wikidata	0	human	
2638294	1	ethnoarchaeology		0	sq	wikidata	-1		
10385894	1	administration technician		0	en	wikidata	-1		
7019113	1	Newquay Tretherras	school in Cornwall, UK	0	en	wikidata	-1		
4287237	2	phalerist	person who studies medals or awards	0	en	wikidata	-1		
107425	1	landscape	visible features of an area of land	1	en	wikidata	0	human	
326991	1	Spanish Armed Forces	combined military forces of the Kingdom of Spain	0	en	wikidata	-1		
1434856	1	Fliegel-Adjutant		0	la	wikidata	-1		
64025283	1	health educator	professional working in health education	0	Unknown	wikidata	-1		
1233911	1	Doctor of Business Administration	doctoral degree	0	en	wikidata	-1		
16039085	1	antispecism	movement claiming that the species an animal is part of isn't a valid criterion to decide how it should be treated	0	pt	wikidata	-1		
2914207	1	radical feminism	feminist movement seeking to abolish patriarchy	1	en	wikidata	0	human	
18235843	1	Apostoł		0	pl	wikidata	-1		
2395219	2	History of the Russian Orthodox Church		0	en	wikidata	-1		
2827275	1	Agregation of history and geography		0	en	wikidata	0	human	
12328450	3	nature guide		0	en	wikidata	-1		
1310736	1	informal attire	clothes worn for special events	0	it	wikidata	0	human	
66060316	1	coffin maker	profession	0	en	wikidata	-1		
25378518	1	deputy director		0	ro	wikidata	-1		
7257961	1	Public relations in India		0	fr	wikidata	-1		
7199710	1	pixel artist	artist who works in the raster graphics on the pixel level	0	ku	wikidata	-1		
206814	1	civil aviation	all non-military aviation	1	ia	wikidata	0	human	
57785417	1	State Historic Preservation Officer	position responsible under federal law for overseeing built heritage within a state of the United States	0	en	wikidata	-1		
1324916	1	English billiards	cue sport	0	en	wikidata	-1		
11796190	1	odonatologist	"Entomologist who deals with the taxonomy of the order Dragonfly (""Odonata"")"	0	Unknown	wikidata	-1		
20735446	1	Exploradores de España		0	es	wikidata	-1		
18338317	1	vegetarian	person who eats mainly vegetables and no meat	1	eu	wikidata	0	human	
1662485	1	information professional	someone who collects, records, organizes, stores, preserves, retrieves, and disseminates printed or digital information	0	en	wikidata	-1		
76444063	2	film studio executive	film-making occupation	0	ia	wikidata	-1		
3679472	1	Hostess		1	hu	wikidata	1	human	
16911116	1	Leadman		1	en	wikidata	0	human	
1194826	1	urban agriculture	agriculture in urban environments	0	en	wikidata	-1		
3430525	1	Rigsmarsk		0	nb	wikidata	-1		
75323791	1	cut-paper artist	artist doing cut-paper work	0	en	wikidata	-1		
70922178	1	paper artist	artist who works with paper as a primary material	0	en	wikidata	-1		
2309621	1	Meister		1	de	wikidata	1	cleanlab	
10333061	1	Mulher-fruta		0	pt	wikidata	-1		
76841605	1	coal delivery man		0	en	wikidata	-1		
1988917	1	data analysis	activity for gaining insight from data	0	io	wikidata	-1		
11412175	1	Yūhitsu	secretaries of samurai government of Japan	0	tl	wikidata	-1		
1810444	1	rocker	member of youth group	1	sv	wikidata	1	human	
596123	1	president of Bangladesh	position	0	en	wikidata	-1		
392519	2	sebastokrator		0	tr	wikidata	-1		
1769350	1	Cand.mag.	Danish academic degree, equivalent to Master of Arts	0	Unknown	wikidata	-1		
308876	1	stop-motion	animation technique to make a physically manipulated object appear to move on its own	0	en	wikidata	-1		
738095	1	Fon	chieftain or king of a region of Cameroon	1	ga	wikidata	0	human	
57616250	1	postal sector	economic branch	0	ro	wikidata	-1		
1475346	1	chief	ordinary in heraldic blazon; horizontal band at the top of a coat of arms	1	Unknown	wikidata	1	human	
216685	1	orthopedics	the branch of surgery concerned with conditions involving the musculoskeletal system.	1	en	wikidata	0	cleanlab	
43580060	1	fashion director	Someone who designs fashion concepts and a fashion vision	0	ro	wikidata	-1		
207011	1	neuroscience	scientific study of the central nervous system	1	fr	wikidata	0	human	
2996615	1	agricultural cooperative	cooperative where farmers pool their resources in certain areas of activity	0	en	wikidata	0	human	
191163	1	landscape art	depiction of landscapes in art	0	en	wikidata	-1		
631621	1	bertsolaritza		0	id	wikidata	-1		
62584417	1	Mayor of Saint-Laurent-d'Aigouze		0	en	wikidata	-1		
62029434	1	Diplomingenieur		0	nl	wikidata	-1		
2872660	1	car driver		0	en	wikidata	-1		
1270388	1	Augustinian canons	order of the Catholic church; Canons regular according to St. Augustine's rule	0	la	wikidata	-1		
192581	1	job	an activity done by a person to earn money	1	Unknown	wikidata	0	human	
868715	1	Conducător	Romanian title	0	ro	wikidata	-1		
2523292	1	list of prolific writers	Wikimedia list article	0	en	wikidata	-1		
673751	1	Reichsleiter Rosenberg Taskforce	WWII Art looting organization active in France	0	de	wikidata	-1		
1725720	1	bonesetter	practitioner of joint manipulation	0	hu	wikidata	-1		
12789691	1	Generaloberst	General officer rank	0	de	wikidata	-1		
6699668	1	Luftschiffer		0	de	wikidata	-1		
9616	1	Chelsea F.C.	association football club in Fulham, England	0	Unknown	wikidata	-1		
373557	1	aerobatics	flying maneuvers involving attitudes not attained during normal flight	1	tr	wikidata	0	human	
188751	1	Caesar	cognomen, later an imperial title of Roman empire	1	es	wikidata	0	human	
7166256	1	First Lady of the United States	wife of the President of the United States	0	en	wikidata	-1		
962340	1	Cuatro	television station	1	Unknown	wikidata	0	human	
245198	1	Željko Ražnatović	Serbian Military Commandant and Criminal	0	sr	wikidata	-1		
5462245	1	flower seller		0	en	wikidata	-1		
23375738	1	crocheter	occupation	1	fr	wikidata	1	human	
4115925	1	Sultan of Egypt		0	en	wikidata	-1		
7829301	1	Tournament director	for sporting events	0	en	wikidata	-1		
162145	1	Neoplatonism	Strand of Platonic philosophy that emerged in the 3rd century AD	0	en	wikidata	-1		
60396389	1	backing vocal		0	en	wikidata	-1		
15631669	1	railroad construction foreman		0	en	wikidata	-1		
15843116	1	Rouhani	Wikimedia disambiguation page	1	hu	wikidata	0	human	
544015	1	Praefectus urbi	magistrate of Rome	0	la	wikidata	-1		
1477129	1	völva	female shaman in Norse mythology	0	hu	wikidata	-1		
203209	1	conceptual art	art movement	0	en	wikidata	0	human	
3289646	1	animal control service	entity charged with responding to requests for help with animals	0	en	wikidata	-1		
1421557	1	light art	form of visual art using light as a medium	0	en	wikidata	-1		
6949127	1	Lascar	sailor or militiaman from the Indian Subcontinent, Southeast Asia, and other territories	1	ia	wikidata	1	cleanlab	
223694	1	war elephant	elephant that is trained and guided by humans for combat	0	de	wikidata	-1		
4376092	1	Human rights movement in the Soviet Union		0	en	wikidata	-1		
4249459	1	Qutb	Sufi spiritual leader	1	ku	wikidata	0	human	
176020	1	abbreviator	writer in the papal chancery, was involved in the planning of the pope's bulls, briefs, and consistorial decrees	0	it	wikidata	-1		
3406491	1	Illinois Attorney General	attorney general for the U.S. state of Illinois	0	it	wikidata	1	human	
2996181	1	Illinois Comptroller		0	ia	wikidata	-1		
5357767	2	theatrical electrician	theatre term for person who works with lighting	0	en	wikidata	-1		
222902	1	sulky	lightweight cart used for harness races	1	fi	wikidata	0	human	
17110844	1	National Defense Mediation Board		0	en	wikidata	-1		
3336955	1	National War Labor Board	US WWI government agency	0	en	wikidata	-1		
1154057	1	Director of National Intelligence	United States government official	0	en	wikidata	-1		
956561	1	Pseudocardinal		0	pt	wikidata	-1		
80831	1	integrated circuit	"electronic circuit manufactured by lithography; set of electronic circuits on one small flat piece (or ""chip"") of semiconductor material, normally silicon"	0	en	wikidata	-1		
5784164	1	Palace janitor		0	ia	wikidata	-1		
12136	1	disease	abnormal condition negatively affecting organisms	1	en	wikidata	0	human	
31040606	1	county of Luna		0	en	wikidata	-1		
5153671	1	Commonwealth's Attorney	elected prosecutor in Kentucky and Virginia.	0	en	wikidata	-1		
237151	1	medical ethics	system of moral principles of the practice of medicine	0	en	wikidata	-1		
1141099	1	Curopalates		0	la	wikidata	-1		
13645132	1	Lord Mayor of Dublin	honorific title of the chairperson of Dublin City Council	0	en	wikidata	-1		
2857744	2	Rogue trader	employee authorized to make trades on behalf of their employer who makes unauthorized trades	0	ia	wikidata	-1		
63443313	1	racketeer		1	nl	wikidata	1	human	
5873	1	sexual intercourse	any act or set of actions performed for reproduction, sexual pleasure or both	1	en	wikidata	0	human	
8388	1	pedophilia	paraphilia characterized by a sexual attraction to prepubescent children	1	ro	wikidata	0	human	
1427773	1	Grand Master of France		0	en	wikidata	-1		
68942197	1	blues pianist	pianist who plays blues	0	en	wikidata	-1		
17514	2	graffiti	writing or drawing etched, scratched, scribbled, or sprayed illicitly on a wall or other surface in a public place	1	it	wikidata	0	human	
3077424	1	Televisión Mexiquense	dish	0	gl	wikidata	-1		
32963513	1	archaeometrist	scientist in the field of archaeometry	0	hu	wikidata	-1		
16928234	1	Postgraduate Work	extended play	0	ia	wikidata	-1		
2421000	1	novelization	adaptation of another work into a novel	1	ia	wikidata	0	human	
18812470	1	member of the Congress of the Republic of Peru		0	en	wikidata	-1		
1724834	1	communications technician		0	en	wikidata	-1		
1088777	1	conservation movement	social and political advocacy for protecting natural resources	0	en	wikidata	-1		
14089887	2	moldmaker	skilled trades worker who makes molds	0	da	wikidata	1	human	
155198	1	Yugoslav Partisans	Yugoslavian resistance movement	0	br	wikidata	-1		
1494322	1	legal services	service within the legal area	0	en	wikidata	-1		
6562510	1	list of Asturian consorts	Wikimedia list article	0	en	wikidata	-1		
3485549	1	manual work	physical work done by people	0	en	wikidata	-1		
1975214	1	tohunga	expert practitioner in Māori culture	1	Unknown	wikidata	0	human	
1209185	2	Humanist	Wikimedia disambiguation page	1	de	wikidata	1	human	
546690	1	ephebos	Greek term for a male adolescent, or for a social status reserved for that age, in Antiquity	0	et	wikidata	-1		
847731	1	Islamistic terrorism	set of terrorist acts or campaign committed by individuals or groups who profess or claim to profess Islamic or Islamist motivations or goals	0	en	wikidata	-1		
31561	1	acoustic guitar	type of guitar	1	oc	wikidata	0	human	
193666	1	tambourine	musical instrument in the percussion family	1	br	wikidata	0	human	
750147	1	Currency detector		0	es	wikidata	-1		
5468697	1	forensic accountant	investigative accountants	1	en	wikidata	1	human	
1404897	1	Legatus legionis	type of high ranking Roman military officer in the Roman Army	0	eo	wikidata	-1		
2517292	1	Slayer	fictional vampire hunter from the TV series Buffy the Vampire Slayer	1	ga	wikidata	1	human	
1455718	1	nigger	common ethnic slur usually directed at blacks of Sub-Saharan African descent	1	sv	wikidata	0	human	
66095885	1	textile merchant	someone who buys and sells textiles and textile products	0	en	wikidata	-1		
212927	1	Una	river in Bosnia and Herzegovina and Croatia	1	Unknown	wikidata	0	human	
62017302	1	deaf school founder		0	en	wikidata	-1		
6865949	1	Minister for Security	UK ministerial position	0	en	wikidata	-1		
16267481	1	Greek studies	study of the ancient Greek language and literature	0	en	wikidata	-1		
20657	1	bird trapping	practice of trapping birds	0	en	wikidata	-1		
52231330	1	Archaeologist of the ancient Sudan		0	en	wikidata	-1		
51796	1	clone trooper	fictional class of soldiers in the Star Wars series	0	la	wikidata	1	human	
1244710	1	Overseer of the treasuries		0	en	wikidata	-1		
6030243	1	influencer marketing	type of social media marketing	0	en	wikidata	-1		
780740	1	House Atreides	fictional noble family	0	de	wikidata	-1		
1003839	1	Fremen	fictional ethnic group	1	Unknown	wikidata	0	human	
2367218	1	proselyte	new convert to any particular religion or doctrine	1	hr	wikidata	0	human	
832003	1	horsecar	animal-powered tram or streetcar	0	ia	wikidata	-1		
706611	1	list of individuals and groups assisting Jews during the Holocaust	Wikimedia list article	0	en	wikidata	-1		
